City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
523,Zimovniki,RU,2022-09-25 03:27:52,47.1483,42.4633,48.56,81,7,14.25,clear sky
524,Westport,US,2022-09-25 03:23:04,41.1415,-73.3579,60.85,75,0,1.99,clear sky
525,Balfron,GB,2022-09-25 03:27:54,56.0681,-4.3356,47.7,96,100,3.38,overcast clouds
526,Almaznyy,RU,2022-09-25 03:27:54,48.0448,40.045,46.26,81,81,13.67,broken clouds
527,Acapulco,MX,2022-09-25 03:26:08,16.8634,-99.8901,84.02,79,75,8.05,broken clouds
528,Diebougou,BF,2022-09-25 03:27:55,10.9667,-3.25,72.54,94,100,1.97,moderate rain
529,Rio Gallegos,AR,2022-09-25 03:27:55,-51.6226,-69.2181,37.45,60,0,9.22,clear sky
530,Puerto Leguizamo,CO,2022-09-25 03:27:55,-0.1934,-74.7819,71.94,99,100,0.51,overcast clouds
531,Weiden,DE,2022-09-25 03:23:22,49.6775,12.1567,53.71,91,100,0.0,mist
532,Bodaybo,RU,2022-09-25 03:27:56,57.8506,114.1933,37.62,76,100,7.11,light rain
533,Daru,PG,2022-09-25 03:27:56,-9.0763,143.2092,82.22,80,79,14.09,broken clouds
534,Krasnoarmeysk,RU,2022-09-25 03:27:57,51.0239,45.6969,51.55,73,100,8.12,overcast clouds
535,Arnedo,ES,2022-09-25 03:27:57,42.2167,-2.1,45.9,79,4,7.9,clear sky
536,Magdalena,PH,2022-09-25 03:27:58,14.1999,121.429,82.35,90,100,7.54,moderate rain
537,Elban,RU,2022-09-25 03:27:58,50.1018,136.5094,60.44,63,14,7.76,few clouds
538,Antonovo,BG,2022-09-25 03:27:58,43.15,26.1667,32.77,46,70,3.91,broken clouds
539,Zitsa,GR,2022-09-25 03:27:59,39.6943,20.6372,52.95,100,95,0.0,overcast clouds
540,Roxana,CR,2022-09-25 03:27:59,10.2753,-83.7513,79.03,95,81,2.68,broken clouds
541,Margate,GB,2022-09-25 03:28:00,51.3813,1.3862,55.69,79,63,8.01,broken clouds
542,Port Keats,AU,2022-09-25 03:28:00,-14.25,129.55,89.73,54,7,12.44,clear sky
543,Terenos,BR,2022-09-25 03:28:01,-20.4422,-54.8603,74.91,46,0,12.66,clear sky
544,Kenai,US,2022-09-25 03:28:01,60.5544,-151.2583,50.02,85,100,0.0,light rain
545,Shchelkun,RU,2022-09-25 03:29:02,56.3034,60.9483,47.77,83,100,9.35,overcast clouds
546,Jinchang,CN,2022-09-25 03:29:02,38.4953,102.1739,67.77,13,0,2.39,clear sky
547,Tilichiki,RU,2022-09-25 03:29:03,60.4667,166.1,45.55,54,24,8.28,few clouds
548,General Roca,AR,2022-09-25 03:29:03,-39.0333,-67.5833,56.7,59,100,8.39,overcast clouds
549,Santa Rosa,PH,2022-09-25 03:29:03,14.3122,121.1114,83.1,83,100,7.34,moderate rain
550,Alice Springs,AU,2022-09-25 03:29:04,-23.7,133.8833,92.21,15,26,13.8,scattered clouds
551,Esso,RU,2022-09-25 03:29:04,55.9333,158.7,36.79,99,100,8.32,light rain
552,Juba,SS,2022-09-25 03:29:04,4.8517,31.5825,68.67,94,22,2.8,light rain
553,Voka,EE,2022-09-25 03:29:05,59.3997,27.5817,49.77,70,100,16.37,overcast clouds
554,Santa Cruz,BO,2022-09-25 03:25:05,-17.8,-63.1667,72.86,68,78,6.91,smoke
555,Kamenka,RU,2022-09-25 03:29:05,51.3223,42.7678,44.33,86,12,10.29,few clouds
556,Taloqan,AF,2022-09-25 03:29:06,36.7361,69.5345,73.4,17,0,3.18,clear sky
557,Mount Isa,AU,2022-09-25 03:29:06,-20.7333,139.5,91.17,12,1,10.36,clear sky
558,Dilla,ET,2022-09-25 03:29:07,6.41,38.31,61.0,82,100,4.12,overcast clouds
559,Xihe,CN,2022-09-25 03:29:07,31.6864,113.4659,72.45,37,100,4.34,overcast clouds
560,Kulgam,IN,2022-09-25 03:29:07,33.65,75.0167,60.24,93,100,6.13,overcast clouds
561,Dharmanagar,IN,2022-09-25 03:29:08,24.3667,92.1667,84.74,73,80,1.43,broken clouds
562,Pankrushikha,RU,2022-09-25 03:29:08,53.8319,80.3406,60.93,47,98,11.95,light rain
563,Lazaro Cardenas,MX,2022-09-25 03:29:09,17.9583,-102.2,79.48,86,48,5.84,scattered clouds
564,Moose Factory,CA,2022-09-25 03:29:09,51.2585,-80.6094,44.6,93,0,2.3,clear sky
